x,y,z,class,start_time,end_time,start_datetime,end_datetime,sound_path,sampled,background_silence,birds,frogs,human_speech,insects,mammals,misc/uncertain,rain_(heavy),rain_(light),vehicles_(aircraft/cars),wind_(strong),wind_(light),propagated_class
1.5461032,8.479018,13.584038,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_0.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
2.0642526,8.034528,13.3883915,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_1.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.5332355,8.489232,13.567474,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_2.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
2.0912373,8.0155325,13.370736,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_3.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.5134937,8.519044,13.6231365,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_4.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
2.0326402,8.050268,13.417488,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_5.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.5426348,8.480533,13.583022,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_6.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
2.0714483,8.046142,13.397572,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_7.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
2.1523192,7.990595,13.275858,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_8.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
2.0466921,8.076367,13.42728,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_9.wav,True,0,0,0,0,1,0,0,0,0,0,0,0,insects
2.0726826,8.060258,13.422301,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_10.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.6348438,8.413925,13.554377,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_11.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.9848584,8.087527,13.421166,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_12.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
6.52291,9.835029,5.696081,1,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_13.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.7349811,8.156512,13.464084,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_14.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.6292226,8.4007635,13.566854,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_15.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.9168941,8.095345,13.409153,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_16.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
1.868795,8.117642,13.410951,0,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_17.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,insects
4.372149,16.08201,16.203806,2,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_18.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,frogs
4.4036384,16.092766,16.196903,2,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_19.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,frogs
4.3734026,16.020842,16.212097,2,0,0,1970-01-01 00:00:00.000,1970-01-01 00:00:00.000,uploads\1129b583-4551-11f0-8dee-2c0da73a8026\20210604T000000+1000_REC_20.wav,False,0,0,0,0,0,0,0,0,0,0,0,0,frogs
